TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Break and Enter Residential/Other,2003,3,13,16,0,18XX E GEORGIA ST,Grandview-Woodland,495093.75,5458416.57,49.27848494,-123.0674548
Offence Against a Person,2003,8,13,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,6,2,3,0,11XX RICHARDS ST,Central Business District,491075.32,5458241,49.2768602,-123.1226992
Theft from Vehicle,2003,5,9,21,0,11XX RICHARDS ST,Central Business District,491075.32,5458241,49.2768602,-123.1226992
Break and Enter Residential/Other,2003,9,13,8,15,18XX E GEORGIA ST,Grandview-Woodland,495104.47,5458407.1,49.27839984,-123.0673073
Theft from Vehicle,2003,4,14,19,0,11XX RICHARDS ST,Central Business District,491075.32,5458241,49.2768602,-123.1226992
Theft from Vehicle,2003,3,25,18,30,11XX RICHARDS ST,Central Business District,491075.32,5458241,49.2768602,-123.1226992
Theft from Vehicle,2003,1,17,21,0,11XX RICHARDS ST,Central Business District,491075.32,5458241,49.2768602,-123.1226992
Theft from Vehicle,2003,1,27,22,5,11XX RICHARDS ST,Central Business District,491045.48,5458211,49.27658991,-123.1231088
Theft from Vehicle,2003,3,20,20,0,12XX ALBERNI ST,West End,490834.05,5459342.89,49.2867683,-123.1260415
Theft from Vehicle,2003,1,28,0,45,12XX ALBERNI ST,West End,490834.05,5459342.89,49.2867683,-123.1260415
Theft from Vehicle,2003,8,18,1,30,11XX RICHARDS ST,Central Business District,490990.04,5458155.3,49.27608806,-123.1238697
Theft from Vehicle,2003,7,14,2,0,11XX RICHARDS ST,Central Business District,490990.04,5458155.3,49.27608806,-123.1238697
Theft from Vehicle,2003,1,30,15,0,12XX ALBERNI ST,West End,490743.17,5459431.07,49.28756012,-123.1272932
Mischief,2003,7,19,2,30,41XX GLADSTONE ST,Kensington-Cedar Cottage,495600.41,5454982.66,49.24760009,-123.0604511
Theft from Vehicle,2003,3,16,12,30,11XX WILLIAM ST,Strathcona,494179.16,5457922.63,49.27403384,-123.0800221
Theft from Vehicle,2003,12,20,23,0,11XX RICHARDS ST,Central Business District,490981.52,5458146.73,49.27601085,-123.1239867
Theft from Vehicle,2003,11,16,18,20,11XX RICHARDS ST,Central Business District,490981.52,5458146.73,49.27601085,-123.1239867
Theft from Vehicle,2003,9,2,21,0,11XX RICHARDS ST,Central Business District,490981.52,5458146.73,49.27601085,-123.1239867
Theft from Vehicle,2003,8,31,16,0,11XX RICHARDS ST,Central Business District,490981.52,5458146.73,49.27601085,-123.1239867
Mischief,2003,6,17,8,0,41XX GLADSTONE ST,Kensington-Cedar Cottage,495603.08,5455119.65,49.24883237,-123.060416
Theft from Vehicle,2003,2,12,13,30,11XX HORNBY ST,Central Business District,490705.34,5458446.09,49.2786995,-123.1277905
Offence Against a Person,2003,8,29,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,3,8,22,0,11XX HORNBY ST,Central Business District,490697.45,5458424.74,49.27850734,-123.1278985
Theft from Vehicle,2003,1,2,23,59,11XX HOMER ST,Central Business District,491147.2,5458168.57,49.27620973,-123.1217094
Other Theft,2003,6,25,18,40,9XX BURRARD ST,West End,490938.26,5458831.78,49.28217234,-123.1245969
Other Theft,2003,6,24,23,40,9XX BURRARD ST,West End,490938.26,5458831.78,49.28217234,-123.1245969
Theft from Vehicle,2003,4,7,18,0,11XX NELSON ST,West End,490602.49,5458958.64,49.2833084,-123.1292167
Theft from Vehicle,2003,6,23,19,30,11XX NELSON ST,West End,490585.3,5458975.8,49.28346249,-123.1294534
Theft from Vehicle,2003,11,10,2,0,11XX MCLEAN DR,Grandview-Woodland,494587.88,5458012.84,49.27484905,-123.0744044
Break and Enter Residential/Other,2003,6,9,17,30,18XX E GEORGIA ST,Grandview-Woodland,495141.1,5458406,49.27839024,-123.0668037
Break and Enter Residential/Other,2003,11,25,13,0,64XX LANARK ST,Victoria-Fraserview,494477.89,5452567.74,49.22586821,-123.0758415
Theft from Vehicle,2003,5,13,23,30,11XX HOMER ST,Central Business District,491082.95,5458117.57,49.27575004,-123.1225915
Theft from Vehicle,2003,4,3,22,0,11XX HARWOOD ST,West End,490298.17,5458489.19,49.27908087,-123.1333897
Theft from Vehicle,2003,12,28,16,0,11XX HARWOOD ST,West End,490291.75,5458482.68,49.27902221,-123.1334778
Theft from Vehicle,2003,6,23,2,0,11XX HARWOOD ST,West End,490291.75,5458482.68,49.27902221,-123.1334778
Break and Enter Residential/Other,2003,6,19,8,30,64XX LARCH ST,Kerrisdale,488135.55,5452787.92,49.22775875,-123.1629544
Mischief,2003,7,11,10,54,41XX JOHN ST,Riley Park,492931.23,5455086.54,49.2485095,-123.0971279
Break and Enter Residential/Other,2003,4,16,12,45,64XX MACKENZIE PL,Kerrisdale,487607.24,5452761.87,49.22751396,-123.1702097
Theft from Vehicle,2003,6,22,18,0,11XX HARWOOD ST,West End,490291.75,5458482.68,49.27902221,-123.1334778
Theft from Vehicle,2003,6,15,23,0,11XX HARWOOD ST,West End,490291.75,5458482.68,49.27902221,-123.1334778
Theft from Vehicle,2003,5,30,20,0,11XX HARWOOD ST,West End,490291.75,5458482.68,49.27902221,-123.1334778
Offence Against a Person,2003,2,5,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,4,21,21,0,11XX HARWOOD ST,West End,490291.75,5458482.68,49.27902221,-123.1334778
Theft from Vehicle,2003,6,18,19,0,11XX HARWOOD ST,West End,490269.23,5458517.77,49.27933749,-123.1337883
Theft from Vehicle,2003,9,21,23,0,11XX HARWOOD ST,West End,490259.91,5458514.12,49.27930451,-123.1339163
Offence Against a Person,2003,5,18,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,7,15,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Commercial,2003,4,29,19,15,10XX CAMBIE ST,Central Business District,491350.58,5458070.41,49.27532967,-123.1189112
Break and Enter Commercial,2003,1,22,19,0,10XX CAMBIE ST,Central Business District,491355.97,5458080.85,49.27542366,-123.1188373
Break and Enter Commercial,2003,10,23,19,0,10XX CAMBIE ST,Central Business District,491355.97,5458080.85,49.27542366,-123.1188373
Theft from Vehicle,2003,2,19,2,30,11XX HARWOOD ST,West End,490259.91,5458514.12,49.27930451,-123.1339163
Theft from Vehicle,2003,2,3,4,30,11XX HARWOOD ST,West End,490259.91,5458514.12,49.27930451,-123.1339163
Theft from Vehicle,2003,1,23,0,0,11XX HARWOOD ST,West End,490259.91,5458514.12,49.27930451,-123.1339163
Theft from Vehicle,2003,10,21,22,0,11XX HARWOOD ST,West End,490225.19,5458548.41,49.2796124,-123.1343945
Theft from Vehicle,2003,7,3,16,0,11XX HARWOOD ST,West End,490225.19,5458548.41,49.2796124,-123.1343945
Break and Enter Residential/Other,2003,1,16,18,0,18XX E HASTINGS ST,Grandview-Woodland,495053.95,5458718.05,49.28119648,-123.0680057
Break and Enter Residential/Other,2003,11,26,13,0,18XX E HASTINGS ST,Grandview-Woodland,495053.95,5458718.05,49.28119648,-123.0680057
Break and Enter Commercial,2003,6,25,3,30,10XX CHILCO ST,West End,489628.19,5459759.58,49.29049721,-123.1426341
Break and Enter Commercial,2003,4,16,16,40,10XX CAMBIE ST,Central Business District,491366.77,5458101.72,49.27561154,-123.1186893
Theft from Vehicle,2003,7,3,14,0,11XX HARWOOD ST,West End,490225.19,5458548.41,49.2796124,-123.1343945
Theft from Vehicle,2003,7,3,7,0,11XX HARWOOD ST,West End,490225.19,5458548.41,49.2796124,-123.1343945
Theft from Vehicle,2003,10,3,2,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Mischief,2003,7,24,16,0,41XX MACDONALD ST,Arbutus Ridge,487790.21,5455237.2,49.24978373,-123.1677721
Theft from Vehicle,2003,10,2,17,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Theft from Vehicle,2003,7,23,20,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Theft from Vehicle,2003,6,3,17,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Theft from Vehicle,2003,6,3,15,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Theft from Vehicle,2003,6,2,15,30,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Theft from Vehicle,2003,6,2,0,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Offence Against a Person,2003,7,17,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,6,1,14,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Mischief,2003,1,19,22,0,11XX GRANVILLE ST,Central Business District,490923.72,5458370.62,49.27802392,-123.1247864
Offence Against a Person,2003,11,13,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,6,1,0,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Theft from Vehicle,2003,5,31,16,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Theft from Vehicle,2003,5,30,17,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Break and Enter Commercial,2003,10,11,11,30,10XX CAMBIE ST,Central Business District,491401,5458118.49,49.27576287,-123.118219
Theft from Vehicle,2003,2,6,23,0,11XX HARWOOD ST,West End,490220.03,5458566.35,49.27977369,-123.1344659
Break and Enter Residential/Other,2003,6,4,9,0,18XX E PENDER ST,Grandview-Woodland,495077.9,5458609.08,49.28021647,-123.0676751
Theft from Vehicle,2003,7,15,20,0,11XX HARO ST,West End,490826.26,5459034.05,49.28399012,-123.1261415
Theft from Vehicle,2003,11,15,18,30,11XX HARO ST,West End,490824.28,5459049.18,49.28412619,-123.1261691
Break and Enter Residential/Other,2003,2,15,2,0,18XX E PENDER ST,Grandview-Woodland,495081.65,5458618.19,49.28029845,-123.0676237
Break and Enter Residential/Other,2003,2,17,3,55,18XX E PENDER ST,Grandview-Woodland,495081.65,5458618.19,49.28029845,-123.0676237
Mischief,2003,11,2,12,0,41XX MAIN ST,Riley Park,492638.87,5455094.08,49.24857388,-123.1011452
Theft from Vehicle,2003,11,14,19,0,11XX HARO ST,West End,490824.28,5459049.18,49.28412619,-123.1261691
Theft from Vehicle,2003,8,15,18,30,11XX HARO ST,West End,490824.28,5459049.18,49.28412619,-123.1261691
Break and Enter Residential/Other,2003,5,5,22,0,18XX E PENDER ST,Grandview-Woodland,495081.65,5458618.19,49.28029845,-123.0676237
Break and Enter Residential/Other,2003,11,23,9,15,18XX E PENDER ST,Grandview-Woodland,495081.65,5458618.19,49.28029845,-123.0676237
Break and Enter Residential/Other,2003,12,18,12,0,18XX E PENDER ST,Grandview-Woodland,495081.65,5458618.19,49.28029845,-123.0676237
Theft from Vehicle,2003,4,14,18,0,11XX HARO ST,West End,490786.47,5459074.88,49.28435679,-123.1266896
Offence Against a Person,2003,8,3,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,1,2,21,15,64XX QUEBEC ST,Sunset,492439.1,5452629.99,49.22640639,-123.1038437
Offence Against a Person,2003,1,18,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,2,12,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,4,14,14,0,11XX HARO ST,West End,490786.47,5459074.88,49.28435679,-123.1266896
Theft from Vehicle,2003,4,14,1,4,11XX HARO ST,West End,490786.47,5459074.88,49.28435679,-123.1266896
Theft from Vehicle,2003,4,1,20,0,11XX HARO ST,West End,490786.47,5459074.88,49.28435679,-123.1266896
Mischief,2003,1,28,22,32,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Mischief,2003,10,12,21,30,41XX MAIN ST,Riley Park,492647.58,5455083.09,49.24847513,-123.1010253
Theft from Vehicle,2003,4,1,12,0,11XX HARO ST,West End,490786.47,5459074.88,49.28435679,-123.1266896
Theft from Vehicle,2003,2,20,12,0,11XX HARO ST,West End,490767.44,5459107.5,49.28464993,-123.126952
Theft from Vehicle,2003,9,28,4,0,11XX HAMILTON ST,Central Business District,491191.19,5458127.83,49.2758439,-123.1211037
Offence Against a Person,2003,11,17,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,9,7,20,30,11XX HAMILTON ST,Central Business District,491191.19,5458127.83,49.2758439,-123.1211037
Theft from Vehicle,2003,5,31,19,0,11XX HAMILTON ST,Central Business District,491191.19,5458127.83,49.2758439,-123.1211037
Theft from Vehicle,2003,4,5,21,30,11XX HAMILTON ST,Central Business District,491191.19,5458127.83,49.2758439,-123.1211037
Break and Enter Residential/Other,2003,3,21,9,0,18XX E PENDER ST,Grandview-Woodland,495092.46,5458608.92,49.28021515,-123.0674749
Break and Enter Residential/Other,2003,3,24,6,35,18XX E PENDER ST,Grandview-Woodland,495092.46,5458608.92,49.28021515,-123.0674749
Theft from Vehicle,2003,2,28,21,30,11XX HAMILTON ST,Central Business District,491191.19,5458127.83,49.2758439,-123.1211037
Break and Enter Commercial,2003,4,17,3,55,10XX COAL HARBOUR RD,Central Business District,491478.34,5459567.13,49.2887947,-123.1171866
Theft from Vehicle,2003,1,18,19,30,11XX HAMILTON ST,Central Business District,491191.19,5458127.83,49.2758439,-123.1211037
Theft from Vehicle,2003,10,7,22,0,11XX HARO ST,West End,490746.68,5459115.7,49.28472338,-123.1272377
Break and Enter Commercial,2003,5,8,18,30,10XX COAL HARBOUR RD,Central Business District,491507.34,5459580.09,49.28891168,-123.1167881
Theft from Vehicle,2003,9,4,23,0,11XX HARO ST,West End,490746.68,5459115.7,49.28472338,-123.1272377
Break and Enter Residential/Other,2003,4,14,21,35,18XX E PENDER ST,Grandview-Woodland,495117.93,5458608.62,49.28021266,-123.0671247
Break and Enter Residential/Other,2003,9,9,23,0,18XX E PENDER ST,Grandview-Woodland,495117.93,5458608.62,49.28021266,-123.0671247
Break and Enter Residential/Other,2003,10,28,8,15,18XX E PENDER ST,Grandview-Woodland,495117.93,5458608.62,49.28021266,-123.0671247
Break and Enter Commercial,2003,10,14,18,0,10XX COMMERCIAL DR,Grandview-Woodland,494937.4,5458077.87,49.275437,-123.0696001
Break and Enter Residential/Other,2003,11,4,12,0,18XX E PENDER ST,Grandview-Woodland,495117.93,5458608.62,49.28021266,-123.0671247
Theft from Vehicle,2003,5,13,15,35,11XX HARO ST,West End,490746.68,5459115.7,49.28472338,-123.1272377
Offence Against a Person,2003,6,1,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,12,19,8,0,11XX HAMILTON ST,Central Business District,491107.89,5458044.05,49.27508908,-123.122247
Theft from Vehicle,2003,10,13,9,0,11XX HAMILTON ST,Central Business District,491086.53,5458022.57,49.27489555,-123.1225402
Theft from Vehicle,2003,3,6,15,15,11XX HARO ST,West End,490746.68,5459115.7,49.28472338,-123.1272377
Theft from Vehicle,2003,1,9,22,0,11XX HARO ST,West End,490746.68,5459115.7,49.28472338,-123.1272377
Mischief,2003,4,4,22,30,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Mischief,2003,12,7,2,30,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Theft from Vehicle,2003,6,18,17,30,11XX HARO ST,West End,490719.12,5459157.08,49.28509518,-123.1276176
Theft from Vehicle,2003,12,21,19,0,11XX HORNBY ST,Central Business District,490790.5,5458521.2,49.27937642,-123.1266214
Theft from Vehicle,2003,11,29,10,0,11XX HORNBY ST,Central Business District,490790.5,5458521.2,49.27937642,-123.1266214
Other Theft,2003,11,19,11,12,7XX THURLOW ST,West End,490992.48,5459167.37,49.28519183,-123.123859
Other Theft,2003,6,20,18,30,9XX BURRARD ST,West End,490938.26,5458831.78,49.28217234,-123.1245969
Break and Enter Commercial,2003,11,17,20,0,10XX COMMERCIAL DR,Grandview-Woodland,494946.45,5458068.61,49.27535378,-123.0694756
Break and Enter Residential/Other,2003,10,4,22,30,64XX VIVIAN ST,Victoria-Fraserview,496331.79,5452490.76,49.22518967,-123.050379
Other Theft,2003,6,16,19,0,9XX BURRARD ST,West End,490938.26,5458831.78,49.28217234,-123.1245969
Theft from Vehicle,2003,5,31,20,0,11XX HORNBY ST,Central Business District,490790.5,5458521.2,49.27937642,-123.1266214
Theft from Vehicle,2003,4,5,20,30,11XX HORNBY ST,Central Business District,490790.5,5458521.2,49.27937642,-123.1266214
Theft from Vehicle,2003,3,22,21,0,11XX HORNBY ST,Central Business District,490790.5,5458521.2,49.27937642,-123.1266214
Break and Enter Commercial,2003,1,14,2,50,10XX COMMERCIAL DR,Grandview-Woodland,494946.62,5458085.11,49.2755022,-123.0694735
Theft from Vehicle,2003,2,19,8,45,11XX HORNBY ST,Central Business District,490790.5,5458521.2,49.27937642,-123.1266214
Theft from Vehicle,2003,11,25,19,0,11XX HORNBY ST,Central Business District,490786.36,5458516.91,49.27933777,-123.1266783
Theft from Vehicle,2003,9,18,19,0,11XX HORNBY ST,Central Business District,490761.55,5458491.19,49.27910604,-123.1270188
Theft from Vehicle,2003,4,16,10,0,11XX HORNBY ST,Central Business District,490742.56,5458484.68,49.27904719,-123.1272797
Mischief,2003,5,5,5,0,13XX HOWE ST,Central Business District,490625.66,5458216.69,49.2766348,-123.1288807
Theft from Vehicle,2003,4,4,20,0,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Break and Enter Commercial,2003,10,19,4,50,10XX COMMERCIAL DR,Grandview-Woodland,494946.72,5458094.27,49.2755846,-123.0694722
Break and Enter Commercial,2003,8,1,8,23,10XX COMMERCIAL DR,Grandview-Woodland,494946.77,5458099.77,49.27563407,-123.0694716
Break and Enter Residential/Other,2003,1,20,0,0,64XX WINDSOR ST,Sunset,493789.87,5452598.1,49.22613472,-123.0852913
Theft from Vehicle,2003,3,18,5,0,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Break and Enter Commercial,2003,10,8,23,10,10XX DAVIE ST,West End,490496.03,5458588.52,49.27997747,-123.1306717
Theft from Vehicle,2003,2,6,0,0,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Theft from Vehicle,2003,2,2,22,0,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Break and Enter Commercial,2003,5,15,22,0,10XX COTTON DR,Grandview-Woodland,494798.57,5458176.91,49.27632672,-123.0715101
Theft from Vehicle,2003,1,23,22,30,11XX GRANVILLE ST,Central Business District,490934.34,5458381.28,49.27811997,-123.1246406
Break and Enter Residential/Other,2003,7,8,20,25,18XX E PENDER ST,Grandview-Woodland,495132.59,5458617.59,49.28029346,-123.0669233
Theft from Vehicle,2003,12,27,14,0,11XX GRANVILLE ST,Central Business District,490923.72,5458370.62,49.27802392,-123.1247864
Theft from Vehicle,2003,12,14,16,30,11XX GRANVILLE ST,Central Business District,490923.72,5458370.62,49.27802392,-123.1247864
Theft from Vehicle,2003,8,30,12,0,11XX GRANVILLE ST,Central Business District,490923.72,5458370.62,49.27802392,-123.1247864
Theft from Vehicle,2003,6,22,1,30,11XX GRANVILLE ST,Central Business District,490923.72,5458370.62,49.27802392,-123.1247864
Theft from Vehicle,2003,4,7,11,48,11XX GRANVILLE ST,Central Business District,490923.72,5458370.62,49.27802392,-123.1247864
Theft from Vehicle,2003,2,16,0,0,11XX GRANVILLE ST,Central Business District,490923.72,5458370.62,49.27802392,-123.1247864
Break and Enter Commercial,2003,9,14,16,57,10XX DAVIE ST,West End,490507.87,5458589.68,49.27998808,-123.1305089
Theft from Vehicle,2003,6,9,7,0,11XX GRANVILLE ST,Central Business District,490883.28,5458342.92,49.27777415,-123.1253417
Theft from Vehicle,2003,6,28,22,0,11XX HARO ST,West End,490733.33,5459142.5,49.28496424,-123.1274219
Mischief,2003,1,18,1,10,41XX QUESNEL DR,Dunbar-Southlands,487495.9,5455206.67,49.24950317,-123.1718152
Theft from Vehicle,2003,2,7,21,0,11XX HARO ST,West End,490733.33,5459142.5,49.28496424,-123.1274219
Mischief,2003,5,14,22,0,13XX HOWE ST,Central Business District,490632.8,5458223.85,49.27669931,-123.1287827
Theft from Vehicle,2003,12,22,16,0,11XX GRANVILLE ST,Central Business District,490853.68,5458300.2,49.27738944,-123.1257477
Break and Enter Residential/Other,2003,3,12,13,45,18XX E PENDER ST,Grandview-Woodland,495187.07,5458607.82,49.28020601,-123.0661741
Break and Enter Residential/Other,2003,5,7,11,30,18XX E PENDER ST,Grandview-Woodland,495187.07,5458607.82,49.28020601,-123.0661741
Break and Enter Residential/Other,2003,7,4,9,30,18XX E PENDER ST,Grandview-Woodland,495187.07,5458607.82,49.28020601,-123.0661741
Break and Enter Residential/Other,2003,9,8,7,30,18XX E PENDER ST,Grandview-Woodland,495187.07,5458607.82,49.28020601,-123.0661741
Break and Enter Residential/Other,2003,10,14,16,50,18XX E PENDER ST,Grandview-Woodland,495187.07,5458607.82,49.28020601,-123.0661741
Break and Enter Commercial,2003,4,9,6,0,10XX DAVIE ST,West End,490528.54,5458556.46,49.27968959,-123.1302239
Break and Enter Residential/Other,2003,10,14,23,30,18XX E PENDER ST,Grandview-Woodland,495187.07,5458607.82,49.28020601,-123.0661741
